,question,answer,context,answer_start,title
72,Kết quả năm nay gấp bao nhiêu lần năm trước?,1.06 lần,"Dựa trên thông tin về dữ liệu báo cáo ta thấy được rằng tại 2020, chỉ tiêu Kênh FO của VDS được đánh gía không đạt chỉ tiêu hiện chỉ đạt được 0.97 lần so với mục tiêu kpi ban đầu là 94.9%. Ngoài ra theo một góc nhìn khác trong khi năm trước đạt 86.9%, đạt được 1.06 lần",261,oneKPI
73,Tên chỉ tiêu là gì?,chỉ tiêu Kênh FO,"Dựa trên thông tin về dữ liệu báo cáo ta thấy được rằng tại 2020, chỉ tiêu Kênh FO của VDS được đánh gía không đạt chỉ tiêu hiện chỉ đạt được 0.97 lần so với mục tiêu kpi ban đầu là 94.9%. Ngoài ra theo một góc nhìn khác trong khi năm trước đạt 86.9%, đạt được 1.06 lần",66,oneKPI
74,Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát năm 2020 là bao nhiêu?,82.1%,"Dựa trên thông tin về dữ liệu báo cáo chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của đơn vị VTPOST trong 2020 được đánh gía không đạt khi kpi năm là 82.1% trong khi mục tiêu đề ra là 87.1%tăng 5.0%, gấp 0.94 lần",175,oneKPI
75,Mục tiêu tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát năm 2020 là bao nhiêu?,87.1%,"Dựa trên thông tin về dữ liệu báo cáo chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của đơn vị VTPOST trong 2020 được đánh gía không đạt khi kpi năm là 82.1% trong khi mục tiêu đề ra là 87.1%tăng 5.0%, gấp 0.94 lần",209,oneKPI
76,so sánh tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát năm 2020 với mục tiêu?,tăng 5.0%,"Dựa trên thông tin về dữ liệu báo cáo chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của đơn vị VTPOST trong 2020 được đánh gía không đạt khi kpi năm là 82.1% trong khi mục tiêu đề ra là 87.1%tăng 5.0%, gấp 0.94 lần",214,oneKPI
77,Chỉ số này của đơn vị nào?,VTPOST ,"Dựa trên thông tin về dữ liệu báo cáo chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của đơn vị VTPOST trong 2020 được đánh gía không đạt khi kpi năm là 82.1% trong khi mục tiêu đề ra là 87.1%tăng 5.0%, gấp 0.94 lần",118,oneKPI
78,Chỉ số này năm 2020 có đạt không?,không đạt,"Dựa trên thông tin về dữ liệu báo cáo chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của đơn vị VTPOST trong 2020 được đánh gía không đạt khi kpi năm là 82.1% trong khi mục tiêu đề ra là 87.1%tăng 5.0%, gấp 0.94 lần",150,oneKPI
79,Số liệu này của tổng công ty nào?,VTT ,Dựa trên thông tin về dữ liệu báo cáo ta thấy được rằng tổng công ty VTT có chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định trong 2021 có đánh giá không đạt chỉ tiêu hiện chỉ bằng 0.99 lần khi được đem so sánh với mục tiêu kpi quyết định ban đầu là 81.9%. Đối với kpi năm trước nhận được 84.3%,69,oneKPI
80,chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định của VTT năm 2021 là bao nhiêu,81.9%,Dựa trên thông tin về dữ liệu báo cáo ta thấy được rằng tổng công ty VTT có chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định trong 2021 có đánh giá không đạt chỉ tiêu hiện chỉ bằng 0.99 lần khi được đem so sánh với mục tiêu kpi quyết định ban đầu là 81.9%. Đối với kpi năm trước nhận được 84.3%,278,oneKPI
81,vậy có đạt chỉ tiêu không?,không đạt,Dựa trên thông tin về dữ liệu báo cáo ta thấy được rằng tổng công ty VTT có chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định trong 2021 có đánh giá không đạt chỉ tiêu hiện chỉ bằng 0.99 lần khi được đem so sánh với mục tiêu kpi quyết định ban đầu là 81.9%. Đối với kpi năm trước nhận được 84.3%,176,oneKPI
82,KPI năm trước là bao nhiêu,84.3%,Dựa trên thông tin về dữ liệu báo cáo ta thấy được rằng tổng công ty VTT có chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định trong 2021 có đánh giá không đạt chỉ tiêu hiện chỉ bằng 0.99 lần khi được đem so sánh với mục tiêu kpi quyết định ban đầu là 81.9%. Đối với kpi năm trước nhận được 84.3%,317,oneKPI
83,KPI năm 2020 là bao nhiêu?,84.3%,Dựa trên thông tin về dữ liệu báo cáo ta thấy được rằng tổng công ty VTT có chỉ tiêu Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng cố định trong 2021 có đánh giá không đạt chỉ tiêu hiện chỉ bằng 0.99 lần khi được đem so sánh với mục tiêu kpi quyết định ban đầu là 81.9%. Đối với kpi năm trước nhận được 84.3%,317,oneKPI
84,Số liệu này là trong thời gian nào?,q1 năm 2023,"Ta nhận xét rằng chỉ tiêu Tổng đài 18009000 của đơn vị VDS trong q1 năm 2023 được đánh gía là không đạt với kết quả hiện có được là 86.3% so với mục tiêu kpi đề ra là 96.8%. 1 góc nhìn khác trong khi q4/2023 đạt 90.3%,. Chỉ bằng 0.99 lần so với kết quả là với 1/2022",65,oneKPI
85,Kết quả có đạt mục tiêu không?,không đạt,"Ta nhận xét rằng chỉ tiêu Tổng đài 18009000 của đơn vị VDS trong q1 năm 2023 được đánh gía là không đạt với kết quả hiện có được là 86.3% so với mục tiêu kpi đề ra là 96.8%. 1 góc nhìn khác trong khi q4/2023 đạt 90.3%,. Chỉ bằng 0.99 lần so với kết quả là với 1/2022",94,oneKPI
86,Kết quả số liệu thế nào?,86.3%,"Ta nhận xét rằng chỉ tiêu Tổng đài 18009000 của đơn vị VDS trong q1 năm 2023 được đánh gía là không đạt với kết quả hiện có được là 86.3% so với mục tiêu kpi đề ra là 96.8%. 1 góc nhìn khác trong khi q4/2023 đạt 90.3%,. Chỉ bằng 0.99 lần so với kết quả là với 1/2022",132,oneKPI
87,Mục tiêu đề ra là bao nhiêu?,96.8%,"Ta nhận xét rằng chỉ tiêu Tổng đài 18009000 của đơn vị VDS trong q1 năm 2023 được đánh gía là không đạt với kết quả hiện có được là 86.3% so với mục tiêu kpi đề ra là 96.8%. 1 góc nhìn khác trong khi q4/2023 đạt 90.3%,. Chỉ bằng 0.99 lần so với kết quả là với 1/2022",167,oneKPI
88,Đây là chỉ tiêu của tổng đài nào?,18009000 ,"Ta nhận xét rằng chỉ tiêu Tổng đài 18009000 của đơn vị VDS trong q1 năm 2023 được đánh gía là không đạt với kết quả hiện có được là 86.3% so với mục tiêu kpi đề ra là 96.8%. 1 góc nhìn khác trong khi q4/2023 đạt 90.3%,. Chỉ bằng 0.99 lần so với kết quả là với 1/2022",35,oneKPI
89,"tình hình thực hiện chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn của tháng 12, 2020 thế nào?",được đánh gía đạt có kết quả là 97.5%,Điểm dữ liệu này cho ta quan sát đơn vị VTT có chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn trong t12/2020 được đánh gía đạt có kết quả là 97.5%. Với 12/2019 chỉ tiêu có được là 84.2% gấp 1.16 lần,131,oneKPI
90,Chỉ tiêu này có kết quả bao nhiêu?,97.5%,Điểm dữ liệu này cho ta quan sát đơn vị VTT có chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn trong t12/2020 được đánh gía đạt có kết quả là 97.5%. Với 12/2019 chỉ tiêu có được là 84.2% gấp 1.16 lần,163,oneKPI
91,Vậy có đạt không?,đạt ,Điểm dữ liệu này cho ta quan sát đơn vị VTT có chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn trong t12/2020 được đánh gía đạt có kết quả là 97.5%. Với 12/2019 chỉ tiêu có được là 84.2% gấp 1.16 lần,145,oneKPI
92,Kết quả cùng kỳ năm trước là bao nhiêu?,84.2%,Điểm dữ liệu này cho ta quan sát đơn vị VTT có chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn trong t12/2020 được đánh gía đạt có kết quả là 97.5%. Với 12/2019 chỉ tiêu có được là 84.2% gấp 1.16 lần,202,oneKPI
93,So sánh kết quả này với kết quả cùng kỳ năm trước thế nào?,gấp 1.16 lần,Điểm dữ liệu này cho ta quan sát đơn vị VTT có chỉ tiêu CLM vô tuyến - Tỷ lệ hoàn thành xử lý PAKH về CLM trong hạn trong t12/2020 được đánh gía đạt có kết quả là 97.5%. Với 12/2019 chỉ tiêu có được là 84.2% gấp 1.16 lần,208,oneKPI
94,Đây là kết quả của đơn vị nào?,VTT ,"VTT có chỉ tiêu Lỗi SME - vBHXH tại 2023 đã đạt với hiện trạng nhận được là 89.6%, tăng 3.4% so với mục tiêu kpi là 86.2%",0,oneKPI
95,Kết quả là bao nhiêu?,89.6%,"VTT có chỉ tiêu Lỗi SME - vBHXH tại 2023 đã đạt với hiện trạng nhận được là 89.6%, tăng 3.4% so với mục tiêu kpi là 86.2%",76,oneKPI
96,Mục tiêu là bao nhiêu?,86.2%,"VTT có chỉ tiêu Lỗi SME - vBHXH tại 2023 đã đạt với hiện trạng nhận được là 89.6%, tăng 3.4% so với mục tiêu kpi là 86.2%",116,oneKPI
97,So sánh kết quả với mục tiêu,tăng 3.4%,"VTT có chỉ tiêu Lỗi SME - vBHXH tại 2023 đã đạt với hiện trạng nhận được là 89.6%, tăng 3.4% so với mục tiêu kpi là 86.2%",83,oneKPI
98,Vậy là đạt hay không đạt?,đạt ,"VTT có chỉ tiêu Lỗi SME - vBHXH tại 2023 đã đạt với hiện trạng nhận được là 89.6%, tăng 3.4% so với mục tiêu kpi là 86.2%",44,oneKPI
99,chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn bao lâu?,24 giờ,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",63,oneKPI
100,Đây là số liệu của đơn vị nào?,VTS ,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",81,oneKPI
101,Đây là số liệu trong khoảng thời gian nào?,quý 1 năm 2022,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",91,oneKPI
102,Kết quả là bao nhiêu?,80.1%,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",144,oneKPI
103,Có đạt chỉ tiêu không,không đạt,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",120,oneKPI
104,Quý trước đó kết quả là bao nhiêu?,80.2%,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",194,oneKPI
105,So sánh kết quả quý này với quý trước đó,giảm 0.7%,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",220,oneKPI
106,So sánh với kết quả cùng kỳ năm ngoái,bằng 1.0 lần,"Chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ của đơn vị VTS trong quý 1 năm 2022 có kết quả là không đạt có kêt quả là 80.1%. 1 góc nhìn khác trong khi quý trước đó đạt 80.2%, chỉ bằng 0.99 lần, giảm 0.7%. Chỉ bằng 1.0 lần so với kết quả là so với cùng kỳ năm ngoái",235,oneKPI
107,Tên chỉ số là gì?,Lỗi SME - vTracking,"Ta nhận xét rằng trong t10/2022, chỉ tiêu Lỗi SME - vTracking của VTT đã không đạt khi kpi hiện có được là 80.8% trong khi mục tiêu đề ra là 86.8% giảm 6.0%, chỉ bằng 0.93 lần. Trong khi đó so với cùng kỳ năm ngoái chỉ tiêu có được là 94.9% chỉ bằng 0.85 lần",42,oneKPI
108,Chỉ tiêu KPI t10/2022 là bao nhiêu?,86.8%,"Ta nhận xét rằng trong t10/2022, chỉ tiêu Lỗi SME - vTracking của VTT đã không đạt khi kpi hiện có được là 80.8% trong khi mục tiêu đề ra là 86.8% giảm 6.0%, chỉ bằng 0.93 lần. Trong khi đó so với cùng kỳ năm ngoái chỉ tiêu có được là 94.9% chỉ bằng 0.85 lần",141,oneKPI
109,Kết quả thực tế t10/2022 là bao nhiêu?,80.8%,"Ta nhận xét rằng trong t10/2022, chỉ tiêu Lỗi SME - vTracking của VTT đã không đạt khi kpi hiện có được là 80.8% trong khi mục tiêu đề ra là 86.8% giảm 6.0%, chỉ bằng 0.93 lần. Trong khi đó so với cùng kỳ năm ngoái chỉ tiêu có được là 94.9% chỉ bằng 0.85 lần",107,oneKPI
110,So sánh kết quả thực tế với KPI,"giảm 6.0%, chỉ bằng 0.93 lần","Ta nhận xét rằng trong t10/2022, chỉ tiêu Lỗi SME - vTracking của VTT đã không đạt khi kpi hiện có được là 80.8% trong khi mục tiêu đề ra là 86.8% giảm 6.0%, chỉ bằng 0.93 lần. Trong khi đó so với cùng kỳ năm ngoái chỉ tiêu có được là 94.9% chỉ bằng 0.85 lần",147,oneKPI
111,Chỉ tiêu cùng kỳ năm ngoái là bao nhiêu?,94.9%,"Ta nhận xét rằng trong t10/2022, chỉ tiêu Lỗi SME - vTracking của VTT đã không đạt khi kpi hiện có được là 80.8% trong khi mục tiêu đề ra là 86.8% giảm 6.0%, chỉ bằng 0.93 lần. Trong khi đó so với cùng kỳ năm ngoái chỉ tiêu có được là 94.9% chỉ bằng 0.85 lần",235,oneKPI
112,Đơn vị đo của chỉ tiêu là gì?,giây,"Trong tháng 2 năm 2023, chỉ tiêu Nhóm dịch vụ sme của VTT đã đạt với hiện trạng có kết quả là 0.0 giây, giảm 1.3 giây so với mục tiêu kpi là 1.3 giây. Tuy nhiên trong khi t1/2023 đạt 15.0 giây, giảm 1.3 giây, chỉ bằng 0.0 lần. Giảm 3.5 giây so với kpi là với 2/2022",98,oneKPI
113,Kết quả tháng 2 năm 2023 là bao nhiêu?,0.0 giây,"Trong tháng 2 năm 2023, chỉ tiêu Nhóm dịch vụ sme của VTT đã đạt với hiện trạng có kết quả là 0.0 giây, giảm 1.3 giây so với mục tiêu kpi là 1.3 giây. Tuy nhiên trong khi t1/2023 đạt 15.0 giây, giảm 1.3 giây, chỉ bằng 0.0 lần. Giảm 3.5 giây so với kpi là với 2/2022",94,oneKPI
114,Mục tiêu là bao nhiêu,1.3 giây,"Trong tháng 2 năm 2023, chỉ tiêu Nhóm dịch vụ sme của VTT đã đạt với hiện trạng có kết quả là 0.0 giây, giảm 1.3 giây so với mục tiêu kpi là 1.3 giây. Tuy nhiên trong khi t1/2023 đạt 15.0 giây, giảm 1.3 giây, chỉ bằng 0.0 lần. Giảm 3.5 giây so với kpi là với 2/2022",141,oneKPI
